ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Cost,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
FPD470_2,CH/FPD/TAPPING/SETS,13,TN3,3,TRUE,FALSE,CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150,0,Three Sets,Three Sets,,,,,,,,,,,
FPD470_2,CH/FPD/TAPPING/SETS,13,TN4,4,TRUE,FALSE,CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150,999999,Four Sets,Four Sets,,,,,,,,,,,
FPD470_2,CH/FPD/TAPPING/SETS,13,TNZ,5,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_2,CH/FPD/ADD/REQ,14,SJ1,1,TRUE,FALSE,,999999,Steam Jacket,Steam Jacket,,,,,,,,,,,
FPD470_2,CH/FPD/ADD/REQ,14,MS1,2,TRUE,FALSE,,0,Material source limitations apply,Material source limitations apply,,,,,,,,,,,
FPD470_2,CH/FPD/PIPE/ORIENT,15,PNH,1,TRUE,FALSE,,0,Horizontal,Horizontal,,,,,,,,,,,
FPD470_2,CH/FPD/PIPE/ORIENT,15,PNV,2,TRUE,FALSE,,0,Vertical,Vertical,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K1,1,TRUE,FALSE,,999999,ASME B31.3 cyclic service,ASME B31.3 cyclic service,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K2,2,TRUE,FALSE,,999999,ASME B31.3 category D service,ASME B31.3 category D service,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K3,3,TRUE,FALSE,,999999,ASME B31.3 category M service,ASME B31.3 category M service,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K4,4,TRUE,FALSE,,999999,ASME B31.4,ASME B31.4,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K5,5,TRUE,FALSE,,999999,ASME B31.5,ASME B31.5,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K6,6,TRUE,FALSE,,999999,PED B3.1 SEP level,PED B3.1 SEP level,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K7,7,TRUE,FALSE,,999999,PED B3.1 category H,PED B3.1 category H,,,,,,,,,,,
FPD470_2,CH/FPD/WELD/CODE,16,K9,8,TRUE,FALSE,,999999,Others,Others,,,,,,,,,,,
FPD470_2,CH/FPD/SURFACE/TREAT,17,HF1,1,TRUE,FALSE,,0,Standard Primer,Standard Primer,,,,,,,,,,,
FPD470_2,CH/FPD/SURFACE/TREAT,17,HF2,2,TRUE,FALSE,,0,Standard Primer and Top Coat,Standard Primer and Top Coat,,,,,,,,,,,
FPD470_2,CH/FPD/SURFACE/TREAT,17,HFZ,3,TRUE,FALSE,,999999,Non-standard System,Non-standard System,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,C2,1,TRUE,FALSE,,131,Material Certs acc. EN 10204 3.1,Material Certs acc. EN 10204 3.1,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,C3,2,TRUE,FALSE,,999999,Material Certs acc. EN 10204 3.2,Material Certs acc. EN 10204 3.2,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,CN,3,TRUE,FALSE,,22,Material acc. NACE MR0175,Material acc. NACE MR0175,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,CM,4,TRUE,FALSE,,22,Material acc. NACE MR0103,Material acc. NACE MR0103,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,C9,5,TRUE,FALSE,,22,Dye Penetrant Inspection,Dye Penetrant Inspection,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,C8,6,TRUE,FALSE,,22,Radiography,Radiography,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,CA,7,TRUE,FALSE,,101,Positive Material Identification (Niton XRF),Positive Material Identification (Niton XRF),,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,C6,8,TRUE,FALSE,,101,100% Dimensional Check,100% Dimensional Check,,,,,,,,,,,
FPD470_2,CH/FPD/CERTIFICATION,18,CZ,9,TRUE,FALSE,,999999,Others,Others,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH1,1,TRUE,FALSE,,999999,Impact Testing @ -46 °C,Impact Testing @ -46 °C,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH2,2,TRUE,FALSE,,999999,Impact Testing @ -196 °C,Impact Testing @ -196 °C,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH3,3,TRUE,FALSE,,999999,Hardness Survey,Hardness Survey,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH4,4,TRUE,FALSE,,999999,HIC Testing,HIC Testing,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH5,5,TRUE,FALSE,CH/FPD/CERTIFICATION=C9,22,Magnetic Particle Inspection (alternative to Dye Pen),Magnetic Particle Inspection (alternative to Dye Pen),,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH6,6,TRUE,FALSE,,999999,Ultrasonic Inspection,Ultrasonic Inspection,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH7,7,TRUE,FALSE,,999999,Heat Treatment Trace,Heat Treatment Trace,,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CH8,8,TRUE,FALSE,,22,Pressure Test (internal),Pressure Test (internal),,,,,,,,,,,
FPD470_2,CH/FPD/TESTING,19,CHZ,9,TRUE,FALSE,,999999,Others,Others,,,,,,,,,,,
FPD470_2,CH/FPD/CAL,20,RWZ,1,TRUE,FALSE,,999999,Special Calibration (specify),Special Calibration (specify),,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M1,1,TRUE,FALSE,,999999,German,German,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M2,2,TRUE,FALSE,,999999,Italian,Italian,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M3,3,TRUE,FALSE,,999999,Spanish,Spanish,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M4,4,TRUE,FALSE,,999999,French,French,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M5,5,TRUE,FALSE,,0,English,English,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,M6,6,TRUE,FALSE,,999999,Chinese,Chinese,,,,,,,,,,,
FPD470_2,CH/FPD/DOC/LANG,21,MZ,7,TRUE,FALSE,,999999,Others,Others,,,,,,,,,,,
FPD470_3,CH/FPD/PRODUCT/DES,1,C,1,TRUE,FALSE,,0,Chemical Tee tappings,Chemical Tee tappings,,,,,,,,,,,
FPD470_3,CH/FPD/ORIFICE/DESIGN,2,W1,1,TRUE,FALSE,,0,Single Wedge,Single Wedge,,,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,015,1,TRUE,FALSE,,0,DN 15 (½ in.),DN 15 (½ in.),"½""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,020,2,TRUE,FALSE,,999999,DN 20 (¾ in.),DN 20 (¾ in.),"¾""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,025,3,TRUE,FALSE,,0,DN 25 (1 in.),DN 25 (1 in.),"1""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,032,4,TRUE,FALSE,,999999,DN 32 (1¼ in.),DN 32 (1¼ in.),"1¼""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,040,5,TRUE,FALSE,,0,DN 40 (1½ in.),DN 40 (1½ in.),"1½""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,050,6,TRUE,FALSE,,0,DN 50 (2 in.),DN 50 (2 in.),"2""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,065,7,TRUE,FALSE,,999999,DN 65 (2½ in.),DN 65 (2½ in.),"2½""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,080,8,TRUE,FALSE,,0,DN 80 (3 in.),DN 80 (3 in.),"3""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,090,9,TRUE,FALSE,,0,DN 90 (3½ in.),DN 90 (3½ in.),"3½""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,100,10,TRUE,FALSE,,0,DN 100 (4 in.),DN 100 (4 in.),"4""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,125,11,TRUE,FALSE,,999999,DN 125 (5 in.),DN 125 (5 in.),"5""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,150,12,TRUE,FALSE,,0,DN 150 (6 in.),DN 150 (6 in.),"6""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,200,13,TRUE,FALSE,,0,DN 200 (8 in.),DN 200 (8 in.),"8""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,250,14,TRUE,FALSE,,0,DN 250 (10 in.),DN 250 (10 in.),"10""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,300,15,TRUE,FALSE,,0,DN 300 (12 in.),DN 300 (12 in.),"12""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,350,16,TRUE,FALSE,,0,DN 350 (14 in.),DN 350 (14 in.),"14""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,400,17,TRUE,FALSE,,0,DN 400 (16 in.),DN 400 (16 in.),"16""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,450,18,TRUE,FALSE,,0,DN 450 (18 in.),DN 450 (18 in.),"18""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,500,19,TRUE,FALSE,,0,DN 500 (20 in.),DN 500 (20 in.),"20""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,550,20,TRUE,FALSE,,999999,DN 550 (22 in.),DN 550 (22 in.),"22""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,600,21,TRUE,FALSE,,0,DN 600 (24 in.),DN 600 (24 in.),"24""",,,,,,,,,,
FPD470_3,CH/FPD/LINE/SIZE,3,999,22,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S8,1,TRUE,FALSE,,0,Schedule 40,Schedule 40,40,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T3,2,TRUE,FALSE,,0,Schedule 80,Schedule 80,80,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S1,3,TRUE,FALSE,,999999,Schedule 5S,Schedule 5S,5S,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S2,4,TRUE,FALSE,,999999,Schedule 5,Schedule 5,5,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S3,5,TRUE,FALSE,,999999,Schedule 10S,Schedule 10S,10S,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S4,6,TRUE,FALSE,,999999,Schedule 10,Schedule 10,10,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S5,7,TRUE,FALSE,,999999,Schedule 20,Schedule 20,20,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S6,8,TRUE,FALSE,,999999,Schedule 30,Schedule 30,30,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S7,9,TRUE,FALSE,,999999,Schedule 40S,Schedule 40S,40S,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,S9,10,TRUE,FALSE,CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080,999999,Schedule STD,Schedule STD,STD,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T1,11,TRUE,FALSE,,999999,Schedule 60,Schedule 60,60,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T2,12,TRUE,FALSE,,999999,Schedule 80S,Schedule 80S,80S,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T4,13,TRUE,FALSE,,999999,Schedule XS,Schedule XS,XS,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T5,14,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=015 OR CH/FPD/LINE/SIZE=020 OR CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),999999,Schedule 100,Schedule 100,100,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T6,15,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=015 OR CH/FPD/LINE/SIZE=020 OR CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250),999999,Schedule 120,Schedule 120,120,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T7,16,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=015 OR CH/FPD/LINE/SIZE=020 OR CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200),999999,Schedule 140,Schedule 140,140,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T8,17,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=015 OR CH/FPD/LINE/SIZE=020 OR CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150),999999,Schedule 160,Schedule 160,160,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,T9,18,TRUE,FALSE,,999999,Schedule XXS,Schedule XXS,XXS,,,,,,,,,,
FPD470_3,CH/FPD/PIPE/SCH,4,Z9,19,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,C3,1,TRUE,FALSE,,0,Carbon Steel,Carbon Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S6,2,TRUE,FALSE,,0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,K3,3,TRUE,FALSE,,999999,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,F6,4,TRUE,FALSE,,999999,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,K4,5,TRUE,FALSE,,999999,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,K5,6,TRUE,FALSE,,999999,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,F7,7,TRUE,FALSE,,999999,9Cr-1Mo-V Low Alloy F91 (UNS K91560),9Cr-1Mo-V Low Alloy F91 (UNS K91560),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S4,8,TRUE,FALSE,,999999,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,H6,9,TRUE,FALSE,,999999,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,H4,10,TRUE,FALSE,,999999,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,C4,11,TRUE,FALSE,,999999,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,C5,12,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 52),High Yield Carbon Steel (Gr 52),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,C6,13,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 65),High Yield Carbon Steel (Gr 65),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,C7,14,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 60),High Yield Carbon Steel (Gr 60),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S3,15,TRUE,FALSE,,999999,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S2,16,TRUE,FALSE,,999999,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S1,17,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S5,18,TRUE,FALSE,,999999,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S7,19,TRUE,FALSE,,999999,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S8,20,TRUE,FALSE,,999999,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,S9,21,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,D1,22,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,D2,23,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,D3,24,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,M1,25,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U1,26,TRUE,FALSE,,999999,Alloy 20 (UNS N08020),Alloy 20 (UNS N08020),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U2,27,TRUE,FALSE,,999999,Alloy 200 (UNS N02200),Alloy 200 (UNS N02200),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,M4,28,TRUE,FALSE,,999999,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U3,29,TRUE,FALSE,,999999,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,N2,30,TRUE,FALSE,,999999,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U4,31,TRUE,FALSE,,999999,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U5,32,TRUE,FALSE,,999999,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U6,33,TRUE,FALSE,,999999,Alloy C-22 (UNS N06022),Alloy C-22 (UNS N06022),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,U7,34,TRUE,FALSE,,999999,Alloy C-276 (UNS N010276),Alloy C-276 (UNS N010276),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,P2,35,TRUE,FALSE,,999999,90/10 CuNi (UNS C70600),90/10 CuNi (UNS C70600),,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,T2,36,TRUE,FALSE,,999999,Titanium Grade 2,Titanium Grade 2,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,T5,37,TRUE,FALSE,,999999,Titanium Grade 5,Titanium Grade 5,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,L1,38,TRUE,FALSE,,999999,Tantalum,Tantalum,,,,,,,,,,,
FPD470_3,CH/FPD/NONELEM/MAT,5,Z9,39,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,C3,1,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4),0,Carbon Steel,Carbon Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S6,2,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4 OR CH/FPD/NONELEM/MAT=S6 OR CH/FPD/NONELEM/MAT=S4),0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,C4,3,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4),999999,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,K3,4,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K3),0,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,F6,5,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=F6),0,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,K4,6,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K4),999999,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,K5,7,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=K5),999999,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,F7,8,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=F7),999999,9Cr-1Mo-V Low Alloy F91 (UNS K91560),9Cr-1Mo-V Low Alloy F91 (UNS K91560),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S4,9,TRUE,FALSE,NOT(CH/FPD/NONELEM/MAT=C3 OR CH/FPD/NONELEM/MAT=C4 OR CH/FPD/NONELEM/MAT=S6 OR CH/FPD/NONELEM/MAT=S4),999999,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,H6,10,TRUE,FALSE,,999999,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,H4,11,TRUE,FALSE,,999999,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,C5,12,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 52),High Yield Carbon Steel (Gr 52),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,C6,13,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 65),High Yield Carbon Steel (Gr 65),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,C7,14,TRUE,FALSE,,999999,High Yield Carbon Steel (Gr 60),High Yield Carbon Steel (Gr 60),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S3,15,TRUE,FALSE,,999999,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S2,16,TRUE,FALSE,,999999,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S1,17,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S5,18,TRUE,FALSE,,999999,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S7,19,TRUE,FALSE,,999999,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S8,20,TRUE,FALSE,,999999,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,S9,21,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,D1,22,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,D2,23,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,D3,24,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,M1,25,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD470_3,CH/FPD/ELEM/MAT,6,U1,26,TRUE,FALSE,,999999,Alloy 20 (UNS N08020),Alloy 20 (UNS N08020),,,,,,,,,,,
